"OBSERVATION.OBSERVATION_ID","OBSERVATION.TARGET","OBSERVATION.RA_NOM","OBSERVATION.DEC_NOM","OBSERVATION.REVOLUTION","OBSERVATION.START_UTC","OBSERVATION.END_UTC","OBSERVATION.DURATION","TARGET_TYPE.DESCRIPTION","PROPOSAL.PI_SURNAME","PROPOSAL.TYPE","OBSERVATION.PROPRIETARY_END_DATE","OBSERVATION.PPS_VERSION","OBSERVATION.COORD_OBS"
"0886080801","MW Plane 99","17 51 26.10","-27 58 15.0","4270","2023-04-03 20:08:24.000","2023-04-04 02:31:44.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-27 00:00:00.000","20.10_20230417_1156",
"0886080901","MW Plane 100","17 52 51.63","-27 38 36.2","4270","2023-04-04 02:51:44.000","2023-04-04 11:18:24.000","30400","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-27 00:00:00.000","20.10_20230417_1156",
"0886081001","MW Plane 101","17 53 50.03","-27 16 10.9","4183","2022-10-11 12:07:23.000","2022-10-11 19:53:38.000","27975","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-11-21 00:00:00.000","20.09_20221024_1724",
"0886081101","MW Plane 102","17 54 47.99","-26 53 45.0","4271","2023-04-05 08:44:04.000","2023-04-05 15:07:24.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-05-02 00:00:00.000","20.10_20230417_1156",
"0886081201","MW Plane 103","17 55 49.65","-26 31 32.3","4271","2023-04-05 15:27:24.000","2023-04-05 21:50:44.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-05-02 00:00:00.000","20.10_20230417_1156",
"0886081301","MW Plane 104","17 55 07.39","-26 05 25.3","4271","2023-04-05 22:10:44.000","2023-04-06 04:50:44.000","24000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-27 00:00:00.000","20.10_20230417_1156",
"0886081401","MW Plane 101","17 53 50.03","-27 16 10.9","4183","2022-10-11 09:20:43.000","2022-10-11 12:07:23.000","10000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-18 00:00:00.000","20.09_20221024_1724",
"0886081501","MW Plane 94","17 22 37.93","-36 59 30.2","4268","2023-03-29 22:03:58.000","2023-03-30 00:32:18.000","8900","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-18 00:00:00.000","20.09_20221024_1724",
"0886081601","MW Plane 96","17 23 11.35","-37 30 39.4","4269","2023-03-31 22:06:03.000","2023-04-01 00:36:03.000","9000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-18 00:00:00.000","20.09_20221024_1724",
"0886090201","MW Plane 106","17 57 25.40","-25 49 08.2","4359","2023-09-28 17:35:38.000","2023-09-28 22:33:58.000","17900","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-10-16 00:00:00.000","20.10_20230417_1156",
"0886090301","MW Plane 107","17 52 22.40","-25 09 06.8","4359","2023-09-28 10:52:18.000","2023-09-28 17:15:38.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-10-16 00:00:00.000","20.10_20230417_1156",
"0886090401","MW Plane 108","17 54 03.50","-25 09 19.0","4359","2023-09-28 04:08:58.000","2023-09-28 10:32:18.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-10-16 00:00:00.000","20.10_20230417_1156",
"0886090501","MW Plane 109","18 00 46.29","-23 50 08.4","4366","2023-10-11 12:37:20.000","2023-10-11 16:39:00.000","14500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-11-02 00:00:00.000","20.10_20230417_1156",
"0886090601","MW Plane 110","17 54 53.49","-25 29 12.3","4362","2023-10-04 11:43:53.000","2023-10-04 18:07:13.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-10-20 00:00:00.000","20.10_20230417_1156",
"0886090701","MW Plane 111","17 58 16.19","-25 29 19.6","4365","2023-10-10 06:34:31.000","2023-10-10 09:46:11.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-10-30 00:00:00.000","20.10_20230417_1156",
"0886090801","MW Plane 112","17 53 13.69","-24 49 24.6","4361","2023-10-02 07:58:21.000","2023-10-02 14:21:41.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-10-23 00:00:00.000","20.10_20230417_1156",
"0886090901","MW Plane 113","17 56 33.60","-25 29 08.1","4364","2023-10-07 13:04:51.000","2023-10-07 19:03:11.000","21500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-10-30 00:00:00.000","20.10_20230417_1156",
"0886091001","MW Plane 114","17 54 53.29","-24 49 24.4","4362","2023-10-04 08:12:13.000","2023-10-04 11:23:53.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-10-20 00:00:00.000","20.10_20230417_1156",
"0886091101","MW Plane 115","17 55 43.30","-25 09 16.9","4362","2023-10-04 18:27:13.000","2023-10-04 22:52:13.000","15900","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-10-20 00:00:00.000","20.10_20230417_1156",
"0886091201","MW Plane 116","17 59 06.80","-25 09 29.7","4366","2023-10-11 16:59:00.000","2023-10-11 20:10:40.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-10-30 00:00:00.000","20.10_20230417_1156",
"0886091301","MW Plane 117","17 54 04.80","-24 29 41.1","4549","2024-10-10 16:05:53.000","2024-10-10 23:02:33.000","25000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2024-10-25 00:00:00.000","21.23_20231215_1101",
"0886091501","MW Plane 109","18 00 46.29","-23 50 08.4","4366","2023-10-11 10:24:00.000","2023-10-11 12:37:20.000","8000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-10-30 00:00:00.000","20.10_20230417_1156",
"0886100101","MW Plane 118","17 55 47.30","-24 30 50.7","4363","2023-10-06 12:17:37.000","2023-10-06 16:27:37.000","15000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-10-24 00:00:00.000","20.10_20230417_1156",
"0886100201","MW Plane 119","17 57 22.79","-25 09 57.0","4364","2023-10-08 10:11:31.000","2023-10-08 14:04:51.000","14000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-10-31 00:00:00.000","20.10_20230417_1156",
"0886100301","MW Plane 120","17 59 57.39","-24 46 58.8","4366","2023-10-11 20:30:40.000","2023-10-11 23:42:20.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-10-26 00:00:00.000","20.10_20230417_1156",
"0886100401","MW Plane 121","17 56 41.60","-24 49 03.2","4364","2023-10-08 05:38:11.000","2023-10-08 09:51:31.000","15200","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-10-31 00:00:00.000","20.10_20230417_1156",
"0886100501","MW Plane 122","17 54 55.58","-24 09 56.4","4363","2023-10-05 22:50:57.000","2023-10-06 05:14:17.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-10-24 00:00:00.000","20.10_20230417_1156",
"0886100601","MW Plane 123","17 58 21.29","-24 50 30.4","4365","2023-10-10 16:49:30.000","2023-10-10 22:22:50.000","20000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-10-26 00:00:00.000","20.10_20230417_1156",
"0886100701","MW Plane 124","17 56 36.20","-24 11 13.4","4360","2023-09-30 08:58:35.000","2023-09-30 12:10:15.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-10-19 00:00:00.000","20.10_20230417_1156",
"0886100801","MW Plane 125","18 00 47.10","-24 29 46.8","4360","2023-09-30 05:26:55.000","2023-09-30 08:38:35.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-10-20 00:00:00.000","20.10_20230417_1156",
"0886100901","MW Plane 126","17 57 36.20","-24 30 33.0","4360","2023-09-30 12:30:15.000","2023-09-30 15:41:55.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-10-16 00:00:00.000","20.10_20230417_1156",
"0886101001","MW Plane 127","17 55 46.09","-23 50 10.5","4363","2023-10-06 05:34:17.000","2023-10-06 11:57:37.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-10-30 00:00:00.000","20.10_20230417_1156",
"0886101101","MW Plane 128","17 59 10.09","-24 29 48.7","4442","2024-03-11 18:22:49.000","2024-03-11 21:34:29.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2024-04-02 00:00:00.000","21.23_20231215_1101",
"0886101201","MW Plane 129","17 57 26.19","-23 50 13.8","4364","2023-10-08 14:24:51.000","2023-10-08 22:36:31.000","29500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-10-31 00:00:00.000","20.10_20230417_1156",
"0886101301","MW Plane 130","18 01 36.79","-24 09 53.7","4442","2024-03-11 21:54:29.000","2024-03-12 01:06:09.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2024-04-02 00:00:00.000","21.23_20231215_1101",
"0886101401","MW Plane 124","17 56 36.20","-24 11 13.4","4442","2024-03-11 14:51:09.000","2024-03-11 18:02:49.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2024-04-02 00:00:00.000","21.23_20231215_1101",
"0886110101","MW Plane 131","17 56 36.40","-23 30 23.4","4364","2023-10-07 22:54:51.000","2023-10-08 05:18:11.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-10-31 00:00:00.000","20.10_20230417_1156",
"0886110201","MW Plane 132","17 59 06.20","-23 50 13.1","4445","2024-03-16 23:58:43.000","2024-03-17 03:47:03.000","13700","UNIDENTIFIED","Ponti","Multi-Year Heritage","2024-04-08 00:00:00.000","21.23_20231215_1101",
"0886110301","MW Plane 133","17 58 16.19","-23 30 24.7","4365","2023-10-10 10:06:11.000","2023-10-10 16:29:30.000","22999","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-10-30 00:00:00.000","20.10_20230417_1156",
"0886110401","MW Plane 134","18 02 26.30","-23 49 59.6","4367","2023-10-13 20:33:53.000","2023-10-13 23:45:33.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-11-02 00:00:00.000","20.10_20230417_1156",
"0886110501","MW Plane 135","18 01 35.79","-23 30 15.2","4367","2023-10-13 12:27:13.000","2023-10-13 20:13:53.000","28000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-11-06 00:00:00.000","20.10_20230417_1156",
"0886110601","MW Plane 136","17 57 26.39","-23 10 35.2","4365","2023-10-09 23:51:11.000","2023-10-10 06:14:31.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-10-26 00:00:00.000","20.10_20230417_1156",
"0886110701","MW Plane 137","17 59 55.99","-23 30 21.8","4454","2024-04-04 18:03:29.000","2024-04-05 00:26:49.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2024-04-09 00:00:00.000","21.23_20231215_1101",
"0886110901","MW Plane 139","18 03 15.60","-23 30 04.4","4453","2024-04-02 20:49:54.000","2024-04-03 03:13:14.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2024-04-09 00:00:00.000","21.23_20231215_1101",
"0886111001","MW Plane 140","18 00 45.50","-23 10 29.6","4455","2024-04-06 19:44:12.000","2024-04-07 02:07:32.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2024-04-16 00:00:00.000","21.23_20231215_1101",
"0886111101","MW Plane 141","17 58 16.19","-22 50 45.7","4454","2024-04-05 00:46:49.000","2024-04-05 10:10:09.000","33800","UNIDENTIFIED","Ponti","Multi-Year Heritage","2024-04-09 00:00:00.000","21.23_20231215_1101",
"0886111401","MW Plane 135","18 01 35.79","-23 30 15.2","4367","2023-10-13 10:22:13.000","2023-10-13 12:27:13.000","7500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-11-02 00:00:00.000","20.10_20230417_1156",
"0886111501","MW Plane 138","17 59 05.99","-23 10 34.4","4540","2024-09-23 13:51:57.000","2024-09-23 22:15:17.000","30200","UNIDENTIFIED","Ponti","Multi-Year Heritage","2024-09-27 00:00:00.000","21.23_20231215_1101",
"0886120901","MW Plane 152","17 52 28.33","-28 02 34.1","4181","2022-10-08 01:02:40.000","2022-10-08 07:26:00.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-11-08 00:00:00.000","20.09_20221024_1724",
"0886121001","MW Plane 153","17 50 49.17","-28 02 40.6","4181","2022-10-08 07:46:00.000","2022-10-08 14:09:20.000","23000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-11-10 00:00:00.000","20.09_20221024_1724",
"0886121101","MW Plane 154","17 47 03.43","-27 47 09.8","4362","2023-10-03 21:37:13.000","2023-10-04 00:48:53.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-10-23 00:00:00.000","20.10_20230417_1156",
"0886121201","MW Plane 155","17 39 12.25","-30 22 07.1","4180","2022-10-06 14:12:46.000","2022-10-06 21:59:26.000","28000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2022-10-27 00:00:00.000","20.08_20220509_1852",
"0886121301","MW Plane 156","17 37 53.29","-31 05 30.8","4271","2023-04-05 00:24:54.000","2023-04-05 08:11:34.000","28000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-05-26 00:00:00.000","20.10_20230417_1156",
"0886121401","MW Plane 156","17 37 53.29","-31 05 30.8","4271","2023-04-04 21:38:14.000","2023-04-05 00:24:54.000","10000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-18 00:00:00.000","20.09_20221024_1724",
"0916790101","MW Plane 47A","17 34 10.70","-32 47 40.9","4266","2023-03-26 00:54:46.000","2023-03-26 05:29:46.000","16500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-24 00:00:00.000","20.10_20230417_1156",
"0916790201","MW Plane 47B","17 33 44.07","-33 00 17.9","4266","2023-03-26 05:49:46.000","2023-03-26 09:01:26.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-24 00:00:00.000","20.10_20230417_1156",
"0916790301","MW Plane 48A","17 36 49.60","-33 09 04.2","4266","2023-03-26 09:21:26.000","2023-03-26 12:33:06.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-24 00:00:00.000","20.10_20230417_1156",
"0916790401","MW Plane 48B","17 35 55.05","-33 16 49.7","4266","2023-03-26 12:53:06.000","2023-03-26 16:04:46.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-24 00:00:00.000","20.10_20230417_1156",
"0916790501","MW Plane 49A","17 30 33.48","-32 45 11.7","4266","2023-03-26 16:24:46.000","2023-03-26 19:36:26.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-26 00:00:00.000","20.10_20230417_1156",
"0916790601","MW Plane 49B","17 30 50.62","-32 58 30.8","4266","2023-03-26 19:56:26.000","2023-03-26 23:08:06.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-26 00:00:00.000","20.10_20230417_1156",
"0916790701","MW Plane 50A","17 29 26.42","-33 30 37.1","4266","2023-03-26 23:28:06.000","2023-03-27 02:39:46.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-26 00:00:00.000","20.10_20230417_1156",
"0916790801","MW Plane 51A","17 32 22.07","-32 46 29.3","4266","2023-03-27 02:59:46.000","2023-03-27 06:11:26.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-03-13 00:00:00.000","20.10_20230417_1156",
"0916790901","MW Plane 51B","17 32 16.85","-33 00 14.3","4252","2023-02-26 02:32:44.000","2023-02-26 08:31:04.000","21500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-13 00:00:00.000","20.09_20221024_1724",
"0916791001","MW Plane 52A","17 33 11.44","-33 06 52.2","4252","2023-02-26 08:51:04.000","2023-02-26 12:02:44.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-03-13 00:00:00.000","20.09_20221024_1724",
"0916791101","MW Plane 52B","17 32 49.37","-33 19 52.3","4252","2023-02-26 12:22:44.000","2023-02-26 15:49:24.000","12400","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-03-23 00:00:00.000","20.09_20221024_1724",
"0916791201","MW Plane 53A","17 35 00.49","-33 08 01.2","4252","2023-02-26 16:09:24.000","2023-02-26 19:21:04.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-03-23 00:00:00.000","20.09_20221024_1724",
"0916791301","MW Plane 53B","17 34 16.30","-33 18 16.0","4252","2023-02-26 19:41:04.000","2023-02-26 22:52:44.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-03-23 00:00:00.000","20.09_20221024_1724",
"0916791401","MW Plane 54A","17 35 50.67","-33 28 20.1","4252","2023-02-26 23:12:44.000","2023-02-27 02:24:24.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-03-10 00:00:00.000","20.09_20221024_1724",
"0916791501","MW Plane 54B","17 34 50.36","-33 34 01.0","4252","2023-02-27 02:44:24.000","2023-02-27 06:16:04.000","12700","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-03-10 00:00:00.000","20.09_20221024_1724",
"0916791701","MW Plane 51B","17 32 16.85","-33 00 14.3","4252","2023-02-25 23:52:04.000","2023-02-26 02:32:44.000","9640","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-03-13 00:00:00.000","20.09_20221024_1724",
"0916791801","MW Plane 47A","17 34 10.70","-32 47 40.9","4266","2023-03-25 21:59:06.000","2023-03-26 00:54:46.000","10540","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-18 00:00:00.000","20.09_20221024_1724",
"0916800101","MW Plane 55A","17 29 33.47","-33 04 16.4","4252","2023-02-27 06:36:04.000","2023-02-27 13:42:44.000","25600","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-03-10 00:00:00.000","20.09_20221024_1724",
"0916800201","MW Plane 55B","17 30 09.55","-33 15 48.7","4267","2023-03-28 17:47:30.000","2023-03-28 22:52:30.000","18300","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-27 00:00:00.000","20.10_20230417_1156",
"0916800301","MW Plane 56A","17 31 22.42","-33 05 37.3","4267","2023-03-28 23:12:30.000","2023-03-29 02:24:10.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-28 00:00:00.000","20.10_20230417_1156",
"0916800401","MW Plane 56B","17 31 33.17","-33 19 13.9","4267","2023-03-29 02:44:10.000","2023-03-29 05:55:50.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-28 00:00:00.000","20.10_20230417_1156",
"0916800501","MW Plane 57A","17 34 51.33","-33 47 34.4","4251","2023-02-25 03:04:56.000","2023-02-25 06:16:36.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-03-13 00:00:00.000","20.09_20221024_1724",
"0916800601","MW Plane 57B","17 33 45.09","-33 48 32.7","4267","2023-03-29 06:15:50.000","2023-03-29 11:34:10.000","19100","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-28 00:00:00.000","20.10_20230417_1156",
"0916800701","MW Plane 58A","17 30 22.35","-33 24 43.5","4256","2023-03-06 10:06:09.000","2023-03-06 13:44:29.000","13100","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-03-23 00:00:00.000","20.09_20221024_1724",
"0916800801","MW Plane 58B","17 31 03.09","-33 35 34.9","4256","2023-03-06 14:04:29.000","2023-03-06 17:16:09.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-03-23 00:00:00.000","20.09_20221024_1724",
"0916800901","MW Plane 59a","17 33 51.55","-34 06 46.8","4256","2023-03-06 17:36:09.000","2023-03-06 20:47:49.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-20 00:00:00.000","20.10_20230417_1156",
"0916801001","MW Plane 59B","17 32 57.43","-33 58 50.9","4256","2023-03-06 21:07:49.000","2023-03-07 00:19:29.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-20 00:00:00.000","20.10_20230417_1156",
"0916801101","MW Plane 60A","17 27 32.10","-33 42 20.2","4256","2023-03-07 00:39:29.000","2023-03-07 03:51:09.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-03-23 00:00:00.000","20.09_20221024_1724",
"0916801201","MW Plane 60B","17 28 37.73","-33 44 17.9","4256","2023-03-07 04:11:09.000","2023-03-07 07:22:49.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-03-23 00:00:00.000","20.09_20221024_1724",
"0916801301","MW Plane 61A","17 29 21.83","-33 43 47.9","4256","2023-03-07 07:42:49.000","2023-03-07 13:07:49.000","19500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-03-23 00:00:00.000","20.09_20221024_1724",
"0916801401","MW Plane 61B","17 30 26.93","-33 46 25.9","4257","2023-03-08 01:56:24.000","2023-03-08 07:54:44.000","21500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-03-23 00:00:00.000","20.09_20221024_1724",
"0916801501","MW Plane 62A","17 32 51.32","-34 25 57.5","4257","2023-03-08 08:14:44.000","2023-03-08 11:26:24.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-26 00:00:00.000","20.10_20230417_1156",
"0916810101","MW Plane 62B","17 32 31.56","-34 12 46.8","4257","2023-03-08 11:46:24.000","2023-03-08 14:58:04.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-20 00:00:00.000","20.10_20230417_1156",
"0916810201","MW Plane 63A","17 26 30.74","-34 01 19.2","4257","2023-03-08 15:18:04.000","2023-03-08 18:29:44.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-28 00:00:00.000","20.10_20230417_1156",
"0916810301","MW Plane 63B","17 27 36.46","-33 59 07.8","4257","2023-03-08 18:49:44.000","2023-03-08 22:01:24.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-20 00:00:00.000","20.10_20230417_1156",
"0916810401","MW Plane 64A","17 28 20.84","-34 02 50.4","4257","2023-03-08 22:21:24.000","2023-03-09 01:33:04.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-25 00:00:00.000","20.10_20230417_1156",
"0916810501","MW Plane 64B","17 29 24.92","-33 59 06.4","4257","2023-03-09 01:53:04.000","2023-03-09 07:26:24.000","20000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-20 00:00:00.000","20.10_20230417_1156",
"0916810601","MW Plane 65A","17 29 09.99","-34 23 19.3","4257","2023-03-09 07:46:24.000","2023-03-09 13:04:44.000","19100","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-25 00:00:00.000","20.10_20230417_1156",
"0916810701","MW Plane 65B","17 29 58.34","-34 13 47.9","4259","2023-03-12 17:03:18.000","2023-03-12 20:14:58.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-25 00:00:00.000","20.10_20230417_1156",
"0916810801","MW Plane 69A","17 31 00.61","-34 24 41.5","4345","2023-08-31 10:24:19.000","2023-08-31 14:00:59.000","13000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-09-21 00:00:00.000","20.10_20230417_1156",
"0916810901","MW Plane 69B","17 31 22.22","-34 11 38.3","4259","2023-03-12 20:34:58.000","2023-03-12 23:46:38.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-21 00:00:00.000","20.10_20230417_1156",
"0916811001","MW Plane 77A","17 27 19.41","-34 21 50.9","4259","2023-03-13 00:06:38.000","2023-03-13 03:18:18.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-27 00:00:00.000","20.10_20230417_1156",
"0916811201","MW Plane 78A","17 28 08.47","-34 42 21.4","4259","2023-03-13 07:09:08.000","2023-03-13 12:46:38.000","20250","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-21 00:00:00.000","20.10_20230417_1156",
"0916811401","MW Plane 81A","17 29 59.52","-34 43 47.0","4345","2023-08-31 15:21:00.000","2023-08-31 18:39:20.000","11900","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-09-21 00:00:00.000","20.10_20230417_1156",
"0916811501","MW Plane 81B","17 30 27.38","-34 31 13.8","4266","2023-03-27 06:31:26.000","2023-03-27 11:51:26.000","19200","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-04-27 00:00:00.000","20.10_20230417_1156",
"0916811701","MW Plane 77A","17 27 19.41","-34 21 50.9","4343","2023-08-27 09:31:32.000","2023-08-27 12:43:12.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-09-13 00:00:00.000","20.10_20230417_1156",
"0916811801","MW Plane 77B","17 28 18.04","-34 15 14.2","4343","2023-08-27 13:03:12.000","2023-08-27 16:14:52.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-09-13 00:00:00.000","20.10_20230417_1156",
"0916811901","MW Plane 69A","17 31 00.61","-34 24 41.5","4360","2023-09-29 13:26:00.000","2023-09-29 17:54:20.000","16100","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-10-20 00:00:00.000","20.10_20230417_1156",
"0932190101","MW Plane 157","17 25 54.09","-35 55 55.7","4346","2023-09-01 15:23:18.000","2023-09-01 18:49:58.000","12400","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-09-22 00:00:00.000","20.10_20230417_1156",
"0932190201","MW Plane 158","17 48 01.30","-27 25 36.7","4346","2023-09-01 19:22:28.000","2023-09-01 22:34:08.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-09-22 00:00:00.000","20.10_20230417_1156",
"0932190301","MW Plane 159","17 50 44.89","-27 42 18.4","4346","2023-09-01 22:54:08.000","2023-09-02 02:05:48.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-09-22 00:00:00.000","20.10_20230417_1156",
"0932190401","MW Plane 160","17 49 55.88","-27 26 20.1","4360","2023-09-30 01:42:45.000","2023-09-30 04:54:25.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-10-23 00:00:00.000","20.10_20230417_1156",
"0932190501","MW Plane 161","17 48 54.59","-27 05 56.3","4347","2023-09-04 00:05:45.000","2023-09-04 03:25:45.000","12000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-09-20 00:00:00.000","20.10_20230417_1156",
"0932190601","MW Plane 162","17 51 54.30","-27 21 38.7","4347","2023-09-04 03:45:45.000","2023-09-04 07:22:25.000","13000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-09-20 00:00:00.000","20.10_20230417_1156",
"0932190701","MW Plane 163","17 50 51.19","-27 03 48.9","4347","2023-09-04 07:42:25.000","2023-09-04 11:19:05.000","13000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-09-20 00:00:00.000","20.10_20230417_1156",
"0932190801","MW Plane 164","17 49 47.59","-26 46 13.9","4347","2023-09-04 11:39:05.000","2023-09-04 15:15:45.000","13000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-09-21 00:00:00.000","20.10_20230417_1156",
"0932190901","MW Plane 165","17 52 42.70","-27 00 12.3","4348","2023-09-06 11:31:42.000","2023-09-06 15:08:22.000","13000","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-10-09 00:00:00.000","20.10_20230417_1156",
"0932191001","MW Plane 166","17 50 52.20","-26 25 45.4","4350","2023-09-10 02:49:12.000","2023-09-10 06:00:52.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-09-29 00:00:00.000","20.10_20230417_1156",
"0932191101","MW Plane 167","17 53 39.29","-26 40 17.2","4350","2023-09-10 06:20:52.000","2023-09-10 09:32:32.000","11500","UNIDENTIFIED","Ponti","Multi-Year Heritage","2023-09-26 00:00:00.000","20.10_20230417_1156",
